location,bedroom,bathroom,area_m2,price_usd,Neighborhood
Westlands,2.0,2.0,2.0,60500.0,"Loresho,Loresho,Westlands"
Runda,3.0,2.0,3.0,62000.0,"Ngong Road,Ngong Road"
Westlands,2.0,2.0,2.0,62500.0,"Off Ojijo,Westlands Area,Westlands"
Kilimani,1.0,1.0,90.0,65000.0,"Kilimani,Dagoretti North"
Kilimani,1.0,1.0,90.0,65000.0,"Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Gatundu Road,Kileleshwa,Dagoretti North"
Kilimani,2.0,1.0,2.0,65000.0,"Chaka Road,Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,65000.0,"Valley Arcade,Lavington,Dagoretti North"
Runda,3.0,2.0,2000.0,65000.0,"801181,Jamuhuri road,Nyali Area,Nyali"
Kilimani,2.0,2.0,2.0,65000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,65000.0,"lavington,lavington,Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,65000.0,"Waiyaki Way,Westlands"
Westlands,3.0,3.0,3.0,65000.0,"Loresho,Westlands"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,65000.0,"Rhapta Road,Westlands"
Westlands,2.0,1.0,157.0,65000.0,"21 05 06,29 RA,Westlands Area,Westlands"
Lavington,1.0,1.0,1.0,65000.0,"Mbaazi,Mbaazi,Lavington,Dagoretti North"
Lavington,1.0,1.0,1.0,65000.0,"Mbaazi,Lavington,Dagoretti North"
Runda,2.0,2.0,2.0,65000.0,"Upper Hill,Langata"
Westlands,2.0,2.0,127.0,65000.0,"wambugu road,1st parkland,Parklands,Westlands"
Kileleshwa,2.0,2.0,111.0,65000.0,"Kileleshwa,Dagoretti North"
Kilimani,1.0,1.0,100.0,65000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,65000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,65000.0,"westlands,Westlands,Riverside,Westlands"
Kilimani,2.0,2.0,2.0,65000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,65000.0,"kileleshwa,kileleshwa,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,65000.0,"Waiyaki Way,Westlands"
Lavington,2.0,2.0,2.0,65000.0,"Vanga road,Valley arcade,Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,65000.0,"Loresho,Westlands Area,Westlands"
Kilimani,2.0,3.0,2.0,65000.0,"Kindaruma road,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"Argwings Kodhek,Kilimani,Dagoretti North"
Kilimani,1.0,2.0,1.0,65000.0,"Near Yaya Center,Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,65000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Lavington,3.0,3.0,177.0,65000.0,"21 05 07,20 RA,Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,65000.0,"Mogotio Road,Westlands Area,Westlands"
Runda,3.0,2.0,3.0,65000.0,"Ngong Road,Ngong Road"
Kilimani,1.0,1.0,1.0,65000.0,"George Padmore lane,Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Lavington,1.0,1.0,1.0,65000.0,"lavington,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,65000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,65000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,65000.0,"Rhapta Road,Westlands"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Runda,3.0,2.0,2000.0,65000.0,"Light academy,Nyali road,Mkomani,Nyali"
Lavington,2.0,2.0,2.0,65000.0,"Valley Arcade,Lavington,Dagoretti North"
Lavington,2.0,2.0,2.0,65000.0,"Lavington,Valley Arcade,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,65000.0,"Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,100.0,65000.0,"Loresho,Loresho,Westlands"
Runda,0.0,1.0,0.0,65000.0,"Nairobi West,Langata"
Kileleshwa,3.0,2.0,3.0,65000.0,"Kileleshwa,Dagoretti North"
Runda,3.0,1.0,3.0,66000.0,"500Meters From Delta Petrol Station,Kiambu Road,Kiambu Road"
Runda,3.0,2.0,117.0,66000.0,"Ngong Racecourse,Ngong Road,Ngong Road"
Westlands,3.0,3.0,2300.0,67000.0,"Westlands Area,Westlands"
Kileleshwa,2.0,2.0,2.0,67000.0,"Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,67500.0,"Off Brookside Drive,Soorae Flats,Brookside,Westlands"
Lavington,3.0,2.0,3.0,67500.0,"lavington,Lavington,Lavington,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,68000.0,"Kileleshwa,Dagoretti North"
Lavington,2.0,2.0,2.0,68000.0,"Gathanju,Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,69997.0,"Masari road,Parklands,Westlands"
Kileleshwa,2.0,2.0,2.0,70000.0,"Kikambala Road,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,70000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,70000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Runda,3.0,2.0,120.0,70000.0,"Fourways Junction Estate,Kiambu Road,Kiambu Road"
Runda,3.0,3.0,3.0,70000.0,"Mocah Courtyard,Kiambu Road,Kiambu Road"
Runda,3.0,2.0,3.0,70000.0,"FOURWAYS,Kiambu Road,Kiambu Road"
Runda,3.0,2.0,3.0,70000.0,"Fourways junction,Kiambu Road,Kiambu Road"
Kilimani,3.0,2.0,3.0,70000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,70000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,70000.0,"kileleshwa,kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,3.0,2.0,3.0,70000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,70000.0,"Wood Avenue,Wood Avenue,Kilimani,Dagoretti North"
Runda,3.0,2.0,3.0,70000.0,"Kahawa West,Roysambu"
Lavington,2.0,2.0,2.0,70000.0,"Lavington,Dagoretti North"
Kileleshwa,2.0,2.0,85.0,70000.0,"Kileleshwa,Dagoretti North"
Runda,2.0,3.0,2.0,70000.0,"Milimani,Milimani"
Westlands,3.0,2.0,3.0,70000.0,"Mountain View,Westlands"
Runda,3.0,2.0,3.0,70000.0,"Kiambu Road,Kiambu Road"
Westlands,2.0,2.0,149.0,70000.0,"21 05 07,18 RA,Rhapta Road,Westlands"
Kilimani,3.0,2.0,3.0,70000.0,"Muringa groove,Muringa road,Kilimani,Dagoretti North"
Runda,4.0,3.0,4.0,70000.0,"Kizingo,Kizingo,kizingo,Mvita"
Westlands,2.0,3.0,2.0,70000.0,"Westlands Area,Westlands"
Kilimani,3.0,2.0,3.0,70000.0,"riara road,Kilimani,Dagoretti North"
Runda,4.0,4.0,4.0,70000.0,"Near USIU,Safari park,Zimmermann,Roysambu"
Runda,3.0,2.0,3.0,70000.0,"Ruaka,Kiambaa"
Westlands,2.0,2.0,6.0,70000.0,"Sibiloi,Ojijo,Parklands,Westlands"
Lavington,3.0,2.0,125.0,70000.0,"Valley Arcade,Lavington,Dagoretti North"
Runda,3.0,4.0,2160.0,70000.0,"Nyali,Neen Road,Nyali Area,Nyali"
Kilimani,2.0,3.0,2.0,70000.0,"Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,70000.0,"Laikipia road,Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,70000.0,"Westlands Area,Westlands"
Kileleshwa,2.0,2.0,2.0,70000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,70000.0,"Kileleshwa,Dagoretti North"
Lavington,3.0,3.0,3.0,70000.0,"Riara Rd,Lavington,Dagoretti North"
Westlands,2.0,3.0,2.0,70000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,3.0,2.0,3.0,70000.0,"Rhapta Road,Rhapta Road,Westlands"
Lavington,3.0,3.0,3.0,70000.0,"Riara Rd,Lavington,Dagoretti North"
Runda,3.0,2.0,3.0,70000.0,"Mimosa,Ngong Road,Ngong Road"
Westlands,3.0,3.0,177.0,70000.0,"21 04 30,43 RA,Waiyaki Way,Westlands"
Kilimani,2.0,2.0,2.0,70000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,70000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,70000.0,"East Church Road,Parklands,Westlands"
Lavington,2.0,1.0,2.0,70000.0,"Lavington,Dagoretti North"
Runda,3.0,2.0,113.0,70000.0,"Ngong Road,Ngong Road"
Westlands,3.0,2.0,3.0,70000.0,"Wambugu rd,Parklands,Westlands"
Kileleshwa,2.0,2.0,1000.0,70000.0,"Near Kenya High,Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,100.0,70000.0,"Denis pritt,Kilimani,Kilimani,Dagoretti North"
Lavington,1.0,1.0,1.0,70000.0,"Lavington,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,70000.0,"Kandara Road,Kileleshwa,Dagoretti North"
Runda,3.0,2.0,3.0,70000.0,"Near Valley Arcade Shopping Centre,Valley Arcade,Dagoretti North"
Runda,4.0,5.0,4.0,70000.0,"Kiambu Road,Kiambu Road"
Runda,4.0,5.0,4.0,70000.0,"Kiambu Road,Kiambu Road"
Runda,4.0,5.0,4.0,70000.0,"Madaraka,Langata"
Runda,3.0,3.0,3.0,72000.0,"Mocah Courtyard,Kiambu Road,Kiambu Road"
Kileleshwa,2.0,2.0,2.0,72500.0,"Kileleshwa,Dagoretti North"
Runda,3.0,4.0,3.0,73000.0,"Shanzu,Shanzu,Kisauni"
Westlands,2.0,2.0,2.0,75000.0,"Rhapta Road,Westlands Area,Westlands"
Runda,3.0,3.0,3.0,75000.0,"Thindigua,Thindigua"
Westlands,2.0,2.0,158.0,75000.0,"21 04 20,21 RA,Westlands Area,Westlands"
Kilimani,3.0,2.0,3.0,75000.0,"Kilimani,Dagoretti North"
Runda,3.0,2.0,3.0,75000.0,"Dennis Pritt,Dagoretti North"
Kilimani,3.0,3.0,3.0,75000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,158.0,75000.0,"21 04 20,21 RA,Westlands Area,Westlands"
Kileleshwa,2.0,2.0,2.0,75000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Lavington,2.0,2.0,2.0,75000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,2.0,3.0,75000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,75000.0,"9 Riverside Drive,Riverside,Westlands"
Lavington,3.0,3.0,3.0,75000.0,"Lavington,Dagoretti North"
Kilimani,3.0,5.0,3.0,75000.0,"Kilimani,Dagoretti North"
Lavington,2.0,3.0,2.0,75000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,75000.0,"Loresho,Westlands Area,Westlands"
Kilimani,2.0,2.0,2.0,75000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,75000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,21780.0,75000.0,"Westlands Area,Westlands"
Kilimani,1.0,1.0,70.0,75000.0,"1,Argwings Kodhek,Kilimani,Dagoretti North"
Lavington,2.0,3.0,2.0,75000.0,"Lavington,Dagoretti North"
Lavington,4.0,3.0,4.0,75000.0,"kingara road,Lavington,Dagoretti North"
Kilimani,2.0,3.0,2.0,75000.0,"Ring Road Kilimani,Kilimani,Dagoretti North"
Runda,3.0,2.0,3.0,75000.0,"Riara Road,Dagoretti North"
Runda,3.0,4.0,3.0,75000.0,"Riara Road,Dagoretti North"
Runda,4.0,3.0,120.0,75000.0,"Fourways Junction Estate,Kiambu Road,Kiambu Road"
Kilimani,2.0,3.0,2.0,75000.0,"Near Junctiona Mall,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,75000.0,"Rhapta Road,Westlands"
Kilimani,3.0,3.0,3.0,75000.0,"Ngong Rd,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,75000.0,"Lavington,Dagoretti North"
Lavington,3.0,3.0,128.0,75000.0,"Lavington,Dagoretti North"
Lavington,3.0,3.0,111.0,75000.0,"Lavington,Dagoretti North"
Kilimani,2.0,2.0,120.0,75000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,75000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,125.0,75000.0,"Waiyaki Way- Waruku,Waruku,Waiyaki Way,Westlands"
Kileleshwa,3.0,2.0,115.0,75000.0,"Parklane Place,Kandara Road,Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,75000.0,"riverside,Riverside,Riverside,Westlands"
Lavington,3.0,2.0,3.0,75000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,75000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,75000.0,"riverside,riverside,Riverside,Westlands"
Lavington,3.0,3.0,3.0,75000.0,"lavington,lavington,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,75000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,75000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,1.0,2.0,75000.0,"Ojijo,Parklands,Westlands"
Westlands,2.0,3.0,2.0,75000.0,"9 Riverside Drive,Riverside,Westlands"
Runda,4.0,3.0,4.0,75000.0,"Riara Downs Apartments,Riara Road,Dagoretti North"
Lavington,3.0,2.0,3.0,75000.0,"Hatheru Road,Lavington,Dagoretti North"
Runda,2.0,2.0,2.0,75000.0,"Kitengela,Kajiado North"
Kilimani,2.0,2.0,2.0,75000.0,"Yaya Center,Kilimani,Dagoretti North"
Lavington,2.0,3.0,2.0,75000.0,"Riara Rd,Lavington,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,75000.0,"Mandera road,Kileleshwa,Dagoretti North"
Lavington,2.0,2.0,2.0,75000.0,"Lavington,Dagoretti North"
Westlands,2.0,2.0,158.0,75000.0,"Mogotio Road,Westlands Area,Westlands"
Kilimani,2.0,2.0,1250.0,75000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,2.0,1250.0,75000.0,"Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,75000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,2.0,3.0,75000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,75000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,4.0,4.0,4.0,75000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,75000.0,"Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,75000.0,"1,Killimani,Kilimani,Dagoretti North"
Kilimani,2.0,1.0,2.0,75000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,75000.0,"Kilimani,Dagoretti North"
Lavington,3.0,5.0,3.0,75000.0,"Hatheru Rd,Lavington,Dagoretti North"
Kileleshwa,2.0,3.0,2.0,75000.0,"Kileleshwa,Dagoretti North"
Runda,3.0,2.0,3.0,75000.0,"Riara Road,Dagoretti North"
Lavington,3.0,2.0,3.0,75000.0,"Argwing kodhek road,Lavington,Lavington,Dagoretti North"
Kilimani,2.0,3.0,2.0,75000.0,"Kilimani,Dagoretti North"
Runda,4.0,3.0,4.0,75000.0,"Fourways Junction Estate,Kiambu Road,Kiambu Road"
Lavington,3.0,3.0,3.0,75000.0,"Kabaseriani,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,75000.0,"Chelezo House Kindaruma Rd,Kilimani,Dagoretti North"
Runda,3.0,2.0,3.0,75000.0,"Off Gitanga Road,Valley Arcade,Dagoretti North"
Runda,3.0,2.0,3.0,75000.0,"Naivasha,Naivasha Road,Dagoretti North"
Westlands,3.0,4.0,3.0,75000.0,"Westlands Area,Westlands"
Lavington,2.0,2.0,2.0,75000.0,"Lavington,Dagoretti North"
Lavington,3.0,3.0,3.0,75000.0,"Kingara Road,Lavington,Dagoretti North"
Lavington,3.0,2.0,3.0,75000.0,"Gitanga Road,Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,75000.0,"Parklands,Westlands"
Kilimani,2.0,2.0,125.0,75000.0,"Arwings Kodheck,Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,75000.0,"Off Rhapta Road,Rhapta Road,Westlands"
Lavington,2.0,2.0,2.0,75000.0,"Lavington,Dagoretti North"
Lavington,3.0,4.0,3.0,76000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,371.0,77000.0,"21 05 05,41 RA,Westlands Area,Westlands"
Kilimani,3.0,3.0,3.0,77000.0,"Ole Dume,Ole Dume,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,123.0,78000.0,"Lenana rd,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,78000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,2.0,3.0,79000.0,"Kileleshwa,Dagoretti North"
Runda,3.0,3.0,150.0,80000.0,"Riara Road,Dagoretti North"
Lavington,2.0,2.0,2.0,80000.0,"Mbaazi,Mbaazi,Lavington,Dagoretti North"
Kilimani,2.0,3.0,2.0,80000.0,"Lenana,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,80000.0,"Rhapta Road,Westlands"
Lavington,3.0,4.0,3.0,80000.0,"Riara Road,Lavington,Dagoretti North"
Kileleshwa,4.0,3.0,125.0,80000.0,"Parklane Place,Kandara Rod,Kileleshwa,Dagoretti North"
Kilimani,3.0,2.0,3.0,80000.0,"Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,80000.0,"lavington,lavington,Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,80000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,4.0,4.0,4.0,80000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,80000.0,"lavigton,lavington,Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,80000.0,"Rhapta Road,Westlands"
Westlands,3.0,3.0,3.0,80000.0,"Rhapta road,Rhapta Road,Westlands"
Kilimani,1.0,1.0,1.0,80000.0,"Muringa Road,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,80000.0,"lavigton,lavington,Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,80000.0,"Rhapta road,Rhapta Road,Westlands"
Kilimani,1.0,1.0,1.0,80000.0,"Muringa Road,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,80000.0,"Loresho Apartment,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,80000.0,"Westlands Area,Westlands"
Westlands,3.0,2.0,186.0,80000.0,"Westlands Area,Westlands"
Westlands,1.0,1.0,1.0,80000.0,"Nyari,Westlands"
Runda,2.0,2.0,2.0,80000.0,"Old Muthaiga,Muthaiga"
Kilimani,2.0,2.0,2.0,80000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,170.0,80000.0,"Kandara road,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,4.0,170.0,80000.0,"Kandara road,Kileleshwa,Dagoretti North"
Runda,3.0,4.0,264.0,80000.0,"shanzu,shanzu,Mombasa CBD,Mombasa CBD"
Kileleshwa,3.0,3.0,3.0,80000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,80000.0,"Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,80000.0,"Rhapta Road,Westlands"
Lavington,2.0,2.0,2.0,80000.0,"Riara,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Runda,3.0,4.0,3.0,80000.0,"Upper Hill,Langata"
Runda,3.0,2.0,1000.0,80000.0,"Karen,Karen,Langata"
Lavington,2.0,3.0,13.0,80000.0,"1,Ngong Road,Lavington,Dagoretti North"
Kilimani,3.0,3.0,15.0,80000.0,"1,Elgeyo Road,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,80000.0,"kileleshwa,Kileleshwa,Dagoretti North"
Kileleshwa,2.0,3.0,85.0,80000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Lavington,3.0,4.0,3.0,80000.0,"hatheru road,Lavington,Dagoretti North"
Runda,4.0,1.0,4.0,80000.0,"Morningside Apartment Next To Usiu,Ruaraka,Ruaraka"
Kilimani,1.0,2.0,1.0,80000.0,"Muringa road,Kilimani,Dagoretti North"
Kilimani,1.0,1.0,1.0,80000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,21780.0,80000.0,"Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,80000.0,"Sunny Side Apartment,Loresho,Westlands"
Runda,3.0,3.0,3.0,80000.0,"Ruaka,Ruaka,Kiambaa"
Lavington,3.0,3.0,220.0,80000.0,"Kingara Road,Lavington,Dagoretti North"
Westlands,3.0,2.0,3.0,80000.0,"Westlands Area,Westlands"
Runda,4.0,3.0,4.0,80000.0,"Ruaka,Kiambaa"
Lavington,3.0,2.0,3.0,80000.0,"Lavington,Dagoretti North"
Kilimani,3.0,2.0,2024.0,80000.0,"Kirichwa Road,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"1,Kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"Lenana road,Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,80000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Lavington,3.0,2.0,3.0,80000.0,"lavington,Lavington,Lavington,Dagoretti North"
Lavington,3.0,2.0,3.0,80000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,80000.0,"KILIMANI,WOOD AVENUE,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,80000.0,"rhapta road,Rhapta Road,Westlands"
Kilimani,2.0,2.0,114.0,80000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,80000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,80000.0,"Lenana Road,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,80000.0,"Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,80000.0,"Lavington,Dagoretti North"
Kilimani,2.0,3.0,2.0,80000.0,"Lenana Road,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,80000.0,"Rhapta Road,Westlands"
Westlands,3.0,2.0,3.0,80000.0,"Rhapta Road,Westlands"
Kilimani,3.0,3.0,3.0,80000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,80000.0,"Muringa road,Muringa road,Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,83000.0,"mandera rd,Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,85000.0,"Rhapta Road,Rhapta Road,Westlands"
Lavington,3.0,2.0,3.0,85000.0,"Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,85000.0,"Kilimani,Dagoretti North"
Kileleshwa,1.0,1.0,1.0,85000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,1.0,1.0,1.0,85000.0,"Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,1.0,85000.0,"Riverside,Westlands"
Kilimani,3.0,3.0,3.0,85000.0,"Kilimani,Dagoretti North"
Kilimani,1.0,1.0,1.0,85000.0,"Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,85000.0,"Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,85000.0,"Muthangari drive,Muthangari Drive,Waiyaki Way,Westlands"
Kilimani,3.0,3.0,3.0,85000.0,"Kilimani,Riara road,Riara Road,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,85000.0,"Kileleshwa,Kileleshwa,Dagoretti North"
Westlands,2.0,1.0,2.0,85000.0,"Westlands Area,Westlands"
Kilimani,2.0,2.0,2.0,85000.0,"NA,Walk to Yaya,Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,85000.0,"walk to junction mall,Riara road,Lavington,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,85000.0,"Laikipia road,Kileleshwa,Dagoretti North"
Kilimani,3.0,2.0,3.0,85000.0,"Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,85000.0,"lavington,Lavington,Lavington,Dagoretti North"
Lavington,3.0,2.0,3.0,85000.0,"lavington,Lavington,Lavington,Dagoretti North"
Westlands,4.0,4.0,21780.0,85000.0,"Westlands Area,Westlands"
Kileleshwa,2.0,2.0,2.0,85000.0,"Laikipia road,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,2024.0,85000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,85000.0,"Kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,85000.0,"NA,Walk to Yaya,Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,85000.0,"walk to junction mall,Riara road,Lavington,Dagoretti North"
Kilimani,3.0,2.0,3.0,85000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,85000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,3.0,2.0,85000.0,"Ngong Rd,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,85000.0,"Riverside,Westlands"
Kilimani,2.0,3.0,2.0,85000.0,"Lenana Road,Kilimani,Dagoretti North"
Lavington,3.0,4.0,130.0,85000.0,"Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,85000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,186.0,85000.0,"Dennis Pritt Road,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,85000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,85000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,85000.0,"Brookside,Westlands"
Kilimani,3.0,2.0,3.0,85000.0,"dennis pritt road,Kilimani,Dagoretti North"
Westlands,3.0,4.0,3.0,85000.0,"Brookside Close,Brookside,Westlands"
Westlands,2.0,2.0,2.0,85000.0,"Riverside Drive,Riverside,Westlands"
Runda,4.0,4.0,4.0,85000.0,"Riara Rd,Riara Road,Dagoretti North"
