location,bedroom,bathroom,area_m2,price_usd,Neighborhood
Westlands,3.0,3.0,21780.0,85000.0,"Westlands Area,Westlands"
Kilimani,3.0,2.0,100.0,85000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,2023.0,85000.0,"Turbo,Turbo Road,Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,85000.0,"Tinderet Ave. Off Gatundu Rd,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,85000.0,"Brookside,Westlands"
Kilimani,3.0,5.0,3.0,85000.0,"Oledume,Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,85000.0,"Riara,Lavington,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,85000.0,"kikambala road,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,186.0,85000.0,"21 05 07,21 RA,Rhapta Road,Westlands"
Runda,3.0,3.0,3.0,85000.0,"Muthaiga Area,Muthaiga"
Kilimani,3.0,3.0,3.0,85000.0,"Kilimani,Dagoretti North"
Lavington,3.0,4.0,23.0,85000.0,"Hatheru Rd,Lavington,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,85000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,85000.0,"mvuli road,Rhapta Road,Westlands"
Westlands,1.0,2.0,1.0,85000.0,"Crimson Court Along Riverside Drive,Riverside,Westlands"
Kilimani,2.0,3.0,2.0,85000.0,"Kilimani,Dagoretti North"
Lavington,2.0,2.0,2.0,85000.0,"Lavington,Dagoretti North"
Kilimani,2.0,3.0,2.0,85000.0,"Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,85000.0,"Oloitoktok Road,Kileleshwa,Dagoretti North"
Runda,4.0,4.0,162.0,85000.0,"Morningside Park Apartments,Thika Road,Thika Road"
Westlands,1.0,1.0,1.0,85000.0,"East Church Road,Westlands Area,Westlands"
Kilimani,3.0,2.0,125.0,85000.0,"denis pritt rd,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,85000.0,"1,Kilimani,Dagoretti North"
Lavington,3.0,4.0,3.0,85000.0,"Masanduku Lane,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,85000.0,"Near Yaya Center,Kilimani,Dagoretti North"
Westlands,2.0,3.0,2.0,85000.0,"off Church road,Rhapta Road,Westlands"
Kilimani,3.0,3.0,2024.0,85000.0,"Lenana Rd,Kilimani,Dagoretti North"
Runda,2.0,2.0,2.0,85000.0,"Fourways Junction Estate,Kiambu Road,Kiambu Road"
Kilimani,2.0,2.0,2.0,85000.0,"King'ara Road,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,85000.0,"nyeri road,Nyeri road,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,150.0,85000.0,"Rhapta Road,Westlands"
Kileleshwa,3.0,2.0,3.0,86000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,86000.0,"Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,87000.0,"Westlands Area,Westlands"
Runda,3.0,4.0,2500.0,88000.0,"Nyali,Moyne drive,Nyali Area,Nyali"
Runda,3.0,4.0,2645.0,88000.0,"Nyali,area,Nyali Area,Nyali"
Runda,3.0,3.0,160.0,88000.0,"Mbaazi Ave,Valley Arcade,Valley Arcade,Dagoretti North"
Runda,3.0,4.0,2500.0,88000.0,"801181,Moyne drive,Nyali Area,Nyali"
Westlands,3.0,1.0,3.0,89000.0,"Westlands Area,Westlands"
Westlands,2.0,1.0,120.0,89996.0,"School lane,School lane,Westlands Area,Westlands"
Kilimani,1.0,1.0,1.0,90000.0,"Kolobot Drive,Kilimani,Dagoretti North"
Kilimani,1.0,1.0,4047.0,90000.0,"Kirichwa Road,Kilimani,Dagoretti North"
Westlands,3.0,3.0,186.0,90000.0,"21 04 27,40 RA,Westlands Area,Westlands"
Westlands,3.0,3.0,186.0,90000.0,"21 04 30,13 RA,Brookside,Westlands"
Kilimani,3.0,4.0,3.0,90000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,4.0,140.0,90000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,4.0,297.0,90000.0,"Kilimani,Dagoretti North"
Westlands,2.0,2.0,13.0,90000.0,"Muthangari Drive,Westlands Area,Westlands"
Westlands,3.0,3.0,250.0,90000.0,"54,Rhapta Road,Rhapta Road,Westlands"
Kilimani,2.0,3.0,2.0,90000.0,"Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,90000.0,"Lavington,Dagoretti North"
Westlands,2.0,2.0,2.0,90000.0,"Brookside,Westlands"
Kilimani,3.0,3.0,3.0,90000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,90000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,2.0,2.0,2.0,90000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,90000.0,"Rhapta road,Rhapta Road,Westlands"
Westlands,2.0,2.0,2.0,90000.0,"Brookside groove,Brookside,Westlands"
Kileleshwa,2.0,3.0,1400.0,90000.0,"Near Kenya High,Kileleshwa,Dagoretti North"
Runda,2.0,2.0,2.0,90000.0,"New,Malindi road,Nyali Area,Nyali"
Westlands,3.0,3.0,2500.0,90000.0,"Parklands,Westlands"
Westlands,2.0,2.0,2.0,90000.0,"Waiyaki Way,Westlands"
Westlands,4.0,4.0,4.0,90000.0,"Lantana road,Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,90000.0,"Waiyaki Way,Westlands"
Kilimani,3.0,4.0,3.0,90000.0,"Denis Pritt Rd,Kilimani,Dagoretti North"
Lavington,3.0,4.0,3.0,90000.0,"Mbaazi Ave,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,90000.0,"Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,90000.0,"Ole Dume Road,Lavington,Dagoretti North"
Westlands,3.0,2.0,3.0,90000.0,"Riverside,Westlands"
Kilimani,3.0,3.0,3.0,90000.0,"Kilimani,Dagoretti North"
Runda,3.0,2.0,3.0,90000.0,"Ruaka,Kiambaa"
Westlands,3.0,3.0,3.0,90000.0,"Riverside,Westlands"
Westlands,3.0,3.0,3.0,90000.0,"Riverside,Westlands"
Westlands,3.0,2.0,3.0,90000.0,"Riverside,Westlands"
Westlands,3.0,2.0,3.0,90000.0,"Westlands Pride,Waiyaki Way,Waiyaki Way,Westlands"
Kilimani,2.0,2.0,105.0,90000.0,"Riara Lane,Kilimani,Dagoretti North"
Westlands,3.0,3.0,186.0,90000.0,"21 04 26,37 RA,Rhapta Road,Westlands"
Kileleshwa,1.0,1.0,1.0,90000.0,"Kileleshwa,Dagoretti North"
Lavington,2.0,3.0,130.0,90000.0,"Lavington,Dagoretti North"
Runda,3.0,3.0,3.0,90000.0,"Milimani,Milimani"
Kilimani,3.0,2.0,3.0,90000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,90000.0,"lavington,lavington,Lavington,Dagoretti North"
Westlands,2.0,3.0,140.0,90000.0,"9,Riverside Garden Close,Riverside,Westlands"
Kilimani,3.0,4.0,3.0,90000.0,"Kabarnet Road Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,250.0,90000.0,"Kilimani,Dagoretti North"
Lavington,3.0,2.0,232.0,90000.0,"Lavington,Dagoretti North"
Lavington,2.0,2.0,110.0,90000.0,"Lavington,Kingara Road,Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,90000.0,"Elgeyo Marakwet Road,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,90000.0,"BROOKSIDE DRIVE,Westlands Area,Westlands"
Kilimani,3.0,2.0,3.0,90000.0,"Kilimani,Dagoretti North"
Runda,3.0,3.0,3.0,90000.0,"Upper Hill,Langata"
Lavington,3.0,3.0,250.0,90000.0,"Dennis Pritt,Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,90000.0,"Kilimani,Dagoretti North"
Runda,3.0,4.0,3.0,90000.0,"Ngong Road,Ngong Road"
Kilimani,3.0,2.0,3.0,90000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,90000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,90000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,90000.0,"Rhapta Road,Westlands"
Runda,3.0,3.0,3.0,90000.0,"Ngong Road,Ngong Road"
Westlands,1.0,2.0,9.0,90000.0,"Crimson Court Along Riverside,Riverside,Westlands"
Westlands,1.0,2.0,9.0,90000.0,"Riverside,Westlands"
Runda,2.0,3.0,1400.0,90000.0,"801181,nyali,Nyali Area,Nyali"
Westlands,3.0,2.0,3.0,90000.0,"Westlands Area,Westlands"
Kilimani,2.0,3.0,2.0,90000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,90000.0,"Westlands Area,Westlands"
Lavington,3.0,3.0,3.0,90000.0,"Lavington,Dagoretti North"
Kilimani,3.0,5.0,3.0,90000.0,"1,Muringa Rd.,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,90000.0,"Kileleshwa,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,90000.0,"Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,90000.0,"Argwings kodhek road,Kilimani,Dagoretti North"
Kileleshwa,2.0,3.0,94.0,90000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Kilimani,2.0,2.0,2.0,90000.0,"Woodlands Rd,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,90000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Runda,3.0,3.0,3.0,90000.0,"Dennis pritt,State House,Dagoretti North"
Runda,3.0,3.0,3.0,90000.0,"Dennis Pritt,Hurlingham,Dagoretti North"
Kilimani,3.0,3.0,220.0,90000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Westlands,3.0,2.0,11.0,90000.0,"City Park Drive,Off Limuru Road,Parklands,Westlands"
Westlands,1.0,1.0,1.0,90000.0,"Westlands Area,Westlands"
Lavington,4.0,5.0,4.0,90000.0,"Lavington,Dagoretti North"
Kilimani,2.0,2.0,150.0,90000.0,"Kilimani,Dagoretti North"
Westlands,1.0,1.0,1.0,90000.0,"Riverside Drive,Riverside,Westlands"
Runda,2.0,2.0,2.0,90000.0,"State House,Dagoretti North"
Runda,3.0,3.0,3.0,90000.0,"Riara Road,Dagoretti North"
Westlands,3.0,3.0,3.0,90000.0,"Rhapta Road,Westlands"
Lavington,3.0,4.0,3.0,90000.0,"Riara Rd,Lavington,Dagoretti North"
Lavington,4.0,5.0,4.0,90000.0,"Riara Rd,Lavington,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,90000.0,"Kileleshwa,Dagoretti North"
Runda,4.0,4.0,4.0,90000.0,"Riara road,Riara Road,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,90000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,185.0,95000.0,"21 05 06,38 RA,Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,95000.0,"Westlands Area,Westlands"
Kilimani,3.0,3.0,156.0,95000.0,"Kilimani,Dagoretti North"
Westlands,1.0,1.0,7.0,95000.0,"Riverside Drive,Riverside,Westlands"
Kilimani,2.0,2.0,149.0,95000.0,"Chania Rd,Kilimani,Dagoretti North"
Kilimani,4.0,4.0,4.0,95000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,95000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,95000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,95000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,95000.0,"Raphta Rd,Rhapta Road,Westlands"
Westlands,2.0,2.0,2.0,95000.0,"Raphta rd,Rhapta Road,Westlands"
Kileleshwa,2.0,2.0,2.0,95000.0,"Kileleshwa,Dagoretti North"
Westlands,2.0,2.0,2.0,95000.0,"Westlands Area,Westlands"
Lavington,3.0,2.0,186.0,95000.0,"Off Riara Road,Lavington,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,95000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Runda,2.0,2.0,2.0,95000.0,"Riara Road,Dagoretti North"
Westlands,1.0,1.0,7.0,95000.0,"Rhapta Rd,Rhapta Road,Westlands"
Westlands,1.0,1.0,8.0,95000.0,"Riverside Drive,Riverside,Westlands"
Kileleshwa,3.0,4.0,3.0,95000.0,"Mugoiri Road,Kileleshwa,Dagoretti North"
Kilimani,3.0,2.0,3.0,95000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,95000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,95000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Runda,1.0,1.0,1.0,95000.0,"Lymack Suites,Kiambu Road,Kiambu Road"
Kileleshwa,3.0,3.0,3.0,95000.0,"Suguta Road,Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,1.0,95000.0,"Westlands Area,Westlands"
Westlands,3.0,2.0,3.0,95000.0,"Chiromo rd,Westlands Area,Westlands"
Lavington,2.0,2.0,95.0,95000.0,"Mbaazi Avenue,Lavington,Dagoretti North"
Runda,2.0,2.0,108.0,95000.0,"Riara Road,Dagoretti North"
Westlands,3.0,2.0,3.0,95000.0,"Waiyaki Way,Westlands"
Lavington,3.0,3.0,3.0,95000.0,"Lavington,Dagoretti North"
Kileleshwa,3.0,4.0,3.0,95000.0,"Suguta Road,Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,120.0,95000.0,"21 05 03,08 FA,Rhapta Road,Westlands"
Westlands,2.0,2.0,130.0,95000.0,"21 05 05,17 RA,Westlands Area,Westlands"
Kilimani,3.0,3.0,3.0,95000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,95000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,95000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Kilimani,4.0,5.0,4.0,95000.0,"Kilimani,Dagoretti North"
Lavington,3.0,3.0,170.0,95000.0,"Riara Massions,Maziwa,Nairobi,Nairobi County,KE,Lavington,Dagoretti North"
Runda,3.0,4.0,3.0,95000.0,"Valley Arcade,Dagoretti North"
Runda,2.0,2.0,2.0,95000.0,"MOMBASA ROAD,Mombasa Road,Mombasa Road"
Lavington,3.0,3.0,3.0,95000.0,"Lavington,Dagoretti North"
Lavington,4.0,2.0,4.0,96000.0,"Mararo road,Valley arcade,Lavington,Dagoretti North"
Kilimani,3.0,3.0,150.0,98000.0,"Chelezo Apartments,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,98000.0,"Kidaruma,Kilimani,Dagoretti North"
Westlands,4.0,4.0,4.0,98000.0,"Off Raphta Road,Rhapta Road,Westlands"
Kilimani,3.0,4.0,3.0,98000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,98000.0,"Kindaruma Rd,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,98000.0,"Kindaruma Road,Kilimani,Dagoretti North"
Lavington,3.0,2.0,3.0,100000.0,"King'ara Road,Lavington,Dagoretti North"
Kilimani,3.0,4.0,300.0,100000.0,"Kilimani,Dagoretti North"
Kilimani,2.0,2.0,14.0,100000.0,"Kilimani,Dagoretti North"
Kileleshwa,3.0,4.0,170.0,100000.0,"Kileleshwa,Dagoretti North"
Kileleshwa,3.0,4.0,230.0,100000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,23.0,100000.0,"Riverside,Westlands"
Kilimani,3.0,3.0,250.0,100000.0,"Rose Avenue,Kilimani,Dagoretti North"
Kilimani,1.0,1.0,120.0,100000.0,"Yaya,Tigoni,Kilimani,Dagoretti North"
Kilimani,1.0,1.0,1.0,100000.0,"Tigoni,Tigoni,Kilimani,Dagoretti North"
Lavington,5.0,6.0,5.0,100000.0,"Gitanga/Amboseli Road,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,100000.0,"Kilimani,Dagoretti North"
Runda,3.0,4.0,3.0,100000.0,"2242,Dennis Pritt,Dagoretti North"
Runda,3.0,4.0,260.0,100000.0,"Valley Arcade,Dagoretti North"
Lavington,3.0,4.0,3.0,100000.0,"Masanduku Lane,Lavington,Dagoretti North"
Westlands,1.0,1.0,1.0,100000.0,"Fahari Palace Apartments,Church Road,Westlands Area,Westlands"
Runda,3.0,4.0,2700.0,100000.0,"801181,First avenue,Nyali Area,Nyali"
Kilimani,3.0,2.0,3.0,100000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,100000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Westlands,3.0,3.0,21780.0,100000.0,"Rhapta Road,Westlands"
Westlands,4.0,3.0,4.0,100000.0,"Parklands,Westlands"
Westlands,3.0,2.0,3.0,100000.0,"Waiyaki Way,Westlands"
Lavington,3.0,4.0,180.0,100000.0,"Near Valley Arcade,Lavington,Dagoretti North"
Lavington,3.0,5.0,160.0,100000.0,"Lavington,Dagoretti North"
Runda,3.0,4.0,260.0,100000.0,"Valley Arcade,Dagoretti North"
Lavington,3.0,4.0,3.0,100000.0,"Masanduku Lane,Lavington,Dagoretti North"
Westlands,1.0,1.0,1.0,100000.0,"Fahari Palace Apartments,Church Road,Westlands Area,Westlands"
Westlands,3.0,3.0,3.0,100000.0,"Waiyaki Way,Westlands"
Westlands,2.0,2.0,2.0,100000.0,"Rhapta Road,Westlands"
Westlands,3.0,4.0,3.0,100000.0,"Rhapta Road,Westlands"
Lavington,3.0,3.0,3.0,100000.0,"Riara Rd,Lavington,Dagoretti North"
Runda,2.0,2.0,2.0,100000.0,"Karen,Langata"
Lavington,3.0,2.0,3.0,100000.0,"Oledume Road,Lavington,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,100000.0,"Makueni Rd,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,100000.0,"Lenana road,Kilimani,Dagoretti North"
Runda,2.0,3.0,2.0,100000.0,"Milimani,Milimani"
Lavington,3.0,3.0,3.0,100000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"Masari Road,Parklands,Westlands"
Westlands,3.0,2.0,3.0,100000.0,"Parklands,Westlands"
Runda,4.0,3.0,4.0,100000.0,"Riara Road,Dagoretti North"
Runda,3.0,2.0,121.0,100000.0,"Kolobot Gardens,Kolobot Close,Milimani,Milimani"
Kilimani,2.0,3.0,14.0,100000.0,"Off Denis Pritt,Kilimani,Dagoretti North"
Kilimani,1.0,1.0,1.0,100000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Lavington,3.0,4.0,3.0,100000.0,"Lavington,Dagoretti North"
Westlands,4.0,3.0,4.0,100000.0,"Westlands Area,Westlands"
Westlands,3.0,2.0,3.0,100000.0,"Westlands Area,Westlands"
Westlands,2.0,1.0,2.0,100000.0,"Westlands Area,Westlands"
Lavington,4.0,4.0,4.0,100000.0,"Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,100000.0,"04,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,2.0,3.0,100000.0,"riverside,Riverside,Riverside,Westlands"
Kilimani,3.0,2.0,3.0,100000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,4.0,4.0,4.0,100000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Lavington,3.0,3.0,3.0,100000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,100000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,3.0,100000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,2.0,2.0,2.0,100000.0,"Runda,Westlands"
Runda,2.0,2.0,2500.0,100000.0,"Links road,Nyali voyager,Nyali Area,Nyali"
Kileleshwa,2.0,3.0,124.0,100000.0,"Mandera Road,Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,100000.0,"Suswa Road,Parklands,Westlands"
Kileleshwa,2.0,3.0,2.0,100000.0,"near Kasuku Center,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,100000.0,"Waiyaki Way,Westlands"
Westlands,2.0,2.0,2.0,100000.0,"Runda,Westlands"
Kilimani,1.0,1.0,1.0,100000.0,"Denis Pritt Road,Kilimani,Dagoretti North"
Westlands,3.0,3.0,186.0,100000.0,"Westlands Area,Westlands"
Westlands,2.0,2.0,2.0,100000.0,"Brookside,Westlands Area,Westlands"
Kilimani,3.0,2.0,3.0,100000.0,"Kilimani,Dagoretti North"
Kilimani,3.0,4.0,3.0,100000.0,"Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"Rhapta Road,Rhapta Road,Westlands"
Kileleshwa,2.0,3.0,2.0,100000.0,"near Kasuku Center,Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,100000.0,"Suswa Road,Parklands,Westlands"
Westlands,1.0,2.0,120.0,100000.0,"Rhapta Road,Westlands Area,Westlands"
Westlands,2.0,1.0,2.0,100000.0,"Oldonyo Sabuk,General Mathenge,Westlands"
Westlands,4.0,4.0,4.0,100000.0,"Riverside,Westlands"
Westlands,3.0,3.0,3.0,100000.0,"Brookside,Westlands"
Kileleshwa,3.0,3.0,3.0,100000.0,"Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"Brookside,Westlands"
Runda,3.0,3.0,3.0,100000.0,"Shanzu,Kisauni"
Westlands,4.0,4.0,4.0,100000.0,"Parklands,Westlands"
Kilimani,3.0,2.0,3.0,100000.0,"Kolobot Drive,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,2024.0,100000.0,"Kilimani,Dagoretti North"
Lavington,1.0,1.0,1.0,100000.0,"Mbaazi,Lavington,Dagoretti North"
Kilimani,2.0,2.0,2.0,100000.0,"Kindaruma,Kilimani,Dagoretti North"
Lavington,1.0,1.0,1.0,100000.0,"Mbaazi,Lavington,Dagoretti North"
Kilimani,3.0,3.0,23.0,100000.0,"Dennis Pritt,Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,12.0,100000.0,"Laikipia Rd,Kileleshwa,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"General Mathenge,General Mathenge,Westlands"
Kilimani,3.0,3.0,3.0,100000.0,"kilimani,kilimani,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"mvuli road,Rhapta Road,Westlands"
Westlands,2.0,2.0,2.0,100000.0,"Brookside groove,Brookside,Westlands"
Kilimani,3.0,2.0,3.0,100000.0,"Kilimani,Dagoretti North"
Runda,3.0,4.0,2480.0,100000.0,"Nyali,Nyali Area,Nyali"
Westlands,1.0,2.0,1.0,100000.0,"Thigiri,Westlands"
Kilimani,1.0,1.0,1.0,100000.0,"Kilimani,Dagoretti North"
Lavington,3.0,4.0,160.0,100000.0,"Valley Arcade,Lavington,Dagoretti North"
Runda,4.0,4.0,4.0,100000.0,"Mombasa,Nyali,Nyali Area,Nyali"
Westlands,3.0,3.0,3.0,100000.0,"General Mathenge,General Mathenge,Westlands"
Kileleshwa,3.0,3.0,3.0,100000.0,"Off Othaya Road,Kileleshwa,Dagoretti North"
Westlands,3.0,2.0,3.0,100000.0,"General Mathenge,Westlands"
Kileleshwa,3.0,4.0,3.0,100000.0,"Siaya Road,Kileleshwa,Dagoretti North"
Kileleshwa,1.0,1.0,1.0,100000.0,"Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,1.0,100000.0,"Nyari,Westlands"
Kileleshwa,2.0,2.0,2.0,100000.0,"Kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,100000.0,"Kileleshwa,Dagoretti North"
Runda,4.0,4.0,4.0,100000.0,"Riara road,Riara Road,Dagoretti North"
Lavington,3.0,2.0,3.0,100000.0,"Lavington,Dagoretti North"
Lavington,4.0,4.0,186.0,100000.0,"21 03 25,33 RA,Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,100000.0,"Parklands,Westlands"
Kilimani,3.0,4.0,3.0,100000.0,"Lenana road,Kilimani,Dagoretti North"
Kilimani,3.0,2.0,3.0,102000.0,"Wuyi Plaza Galana Road,Kilimani,Dagoretti North"
Kilimani,1.0,2.0,86.0,105000.0,"Lenana rd,kilimani,Kilimani,Dagoretti North"
Kileleshwa,2.0,2.0,2.0,105000.0,"Kileleshwa,Dagoretti North"
Westlands,1.0,1.0,1.0,105000.0,"Sports Road,Rhapta Road,Westlands"
Westlands,2.0,2.0,2.0,110000.0,"Brookside,Westlands"
Westlands,3.0,4.0,3.0,110000.0,"Rhapta Road,Westlands"
Kilimani,3.0,3.0,3.0,110000.0,"Kilimani,Dagoretti North"
Westlands,1.0,2.0,167.0,110000.0,"Riverside,Riverside,Riverside,Westlands"
Kilimani,3.0,2.0,3.0,110000.0,"Kilimani,Dagoretti North"
Kilimani,1.0,1.0,90.0,110000.0,"Kindaruma rd,Kilimani,Dagoretti North"
Kilimani,3.0,3.0,220.0,110000.0,"Dennis Sprit,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,2500.0,110000.0,"KANDARA ROAD,Kileleshwa,Dagoretti North"
Westlands,3.0,4.0,3.0,110000.0,"Rhapta road,Rhapta Road,Westlands"
Lavington,3.0,2.0,3.0,110000.0,"lavington,Lavington,Lavington,Dagoretti North"
Kilimani,3.0,3.0,3.0,110000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Kileleshwa,3.0,3.0,3.0,110000.0,"kileleshwa,Kileleshwa,Kileleshwa,Dagoretti North"
Kilimani,3.0,4.0,3.0,110000.0,"KILIMANI,WOOD AVENUE,Kilimani,Dagoretti North"
Runda,4.0,3.0,4.0,110000.0,"Kahawa West,Roysambu"
Westlands,2.0,2.0,2.0,110000.0,"General Mathenge,Westlands"
Westlands,3.0,3.0,3.0,110000.0,"Parklands,Westlands"
Westlands,3.0,3.0,22.0,110000.0,"Riverside Drive,Riverside,Westlands"
Lavington,3.0,4.0,150.0,110000.0,"Lavington,Dagoretti North"
Westlands,3.0,3.0,3.0,110000.0,"Riverside Drive,Riverside,Westlands"
Kilimani,3.0,4.0,3.0,110000.0,"Kilimani,Dagoretti North"
Kilimani,1.0,1.0,1.0,110000.0,"Denis sprit,Kitale Lane,Kilimani,Dagoretti North"
Westlands,3.0,3.0,3.0,110000.0,"westlands Avenue,Westlands Area,Westlands"
Lavington,2.0,2.0,2.0,110000.0,"Mbaazi,Lavington,Dagoretti North"
Westlands,1.0,1.0,90.0,110000.0,"Westlands,Westlands Area,Westlands"
Runda,3.0,3.0,3.0,110000.0,"Riara Road,Riara Road,Dagoretti North"
Kileleshwa,2.0,2.0,167.0,110000.0,"Siaya Road,Kileleshwa,Dagoretti North"
Kilimani,3.0,3.0,3.0,110000.0,"kilimani,Kilimani,Kilimani,Dagoretti North"
Westlands,4.0,3.0,4.0,110000.0,"riverside,Riverside,Riverside,Westlands"
Westlands,3.0,3.0,3.0,110000.0,"riverside,Riverside,Riverside,Westlands"
Lavington,1.0,1.0,1.0,110000.0,"Lavington,Dagoretti North"
Westlands,1.0,2.0,1.0,110000.0,"Westlands Area,Westlands"
Runda,6.0,6.0,6.0,110000.0,"Ngong Road,Ngong Road"
Runda,3.0,3.0,2025.0,110000.0,"marist lane,Karen,Langata"
Kilimani,3.0,4.0,3.0,110000.0,"Ring Road Kilimani,Kilimani,Dagoretti North"
